Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
6.65,0,0.24022943,0.24022943,0.216848214,0.24022943,0.216848214,0,0,0,0,8.905349197,203.427744,204.9096401,1558253000
6.66,0,0.239925764,0.239925764,0.216635932,0.239925764,0.216635932,0,0,0,0,8.92434702,203.3169711,204.838974,1560596000
6.67,0,0.23962117,0.23962117,0.216422315,0.23962117,0.216422315,0,0,0,0,8.943347674,203.2065159,204.7688647,1562939000
6.68,0,0.239317188,0.239317188,0.216208903,0.239317188,0.216208903,0,0,0,0,8.962351077,203.0963771,204.6993076,1565282000
6.69,0,0.239013835,0.239013835,0.215995716,0.239013835,0.215995716,0,0,0,0,8.98135787,202.9865542,204.6302987,1567626000
6.7,0,0.238711068,0.238711068,0.215782715,0.238711068,0.215782715,0,0,0,0,9.00036706,202.8769944,204.5617968,1569969000
6.71,0,0.238408906,0.238408906,0.21556992,0.238408906,0.21556992,0,0,0,0,9.019379671,202.7677955,204.4938679,1572312000
6.72,0,0.238107376,0.238107376,0.215357361,0.238107376,0.215357361,0,0,0,0,9.03839519,202.658906,204.4264717,1574655000
6.73,0,0.237806437,0.237806437,0.215144998,0.237806437,0.215144998,0,0,0,0,9.057413217,202.5503206,204.3596012,1576999000
6.74,0,0.237506107,0.237506107,0.214932851,0.237506107,0.214932851,0,0,0,0,9.076434871,202.4420247,204.2932424,1579342000
6.75,0,0.237206352,0.237206352,0.21472089,0.237206352,0.21472089,0,0,0,0,9.095459064,202.3340561,204.2274185,1581685000
6.76,0,0.236907202,0.236907202,0.214509146,0.236907202,0.214509146,0,0,0,0,9.114485795,202.2263871,204.1621068,1584028000
6.77,0,0.236608644,0.236608644,0.214297609,0.236608644,0.214297609,0,0,0,0,9.133515672,202.1189953,204.097288,1586371000
6.78,0,0.236310697,0.236310697,0.214086298,0.236310697,0.214086298,0,0,0,0,9.152548935,202.011947,204.0330052,1588715000
6.79,0,0.236013318,0.236013318,0.213875174,0.236013318,0.213875174,0,0,0,0,9.171584334,201.9051499,203.9691909,1591058000
6.8,0,0.235716535,0.235716535,0.213664267,0.235716535,0.213664267,0,0,0,0,9.190623277,201.7987114,203.9059162,1593401000
6.81,0,0.235420336,0.235420336,0.213453568,0.235420336,0.213453568,0,0,0,0,9.209664453,201.6925536,203.8431241,1595744000
6.82,0,0.235124729,0.235124729,0.213243085,0.235124729,0.213243085,0,0,0,0,9.228708772,201.5866623,203.7808013,1598088000
6.83,0,0.234829703,0.234829703,0.213032809,0.234829703,0.213032809,0,0,0,0,9.247755963,201.4811011,203.7189887,1600431000
6.84,0,0.234535244,0.234535244,0.212822731,0.234535244,0.212822731,0,0,0,0,9.266806184,201.3758091,203.6576411,1602774000
6.85,0,0.234241362,0.234241362,0.21261286,0.234241362,0.21261286,0,0,0,0,9.285858891,201.2708371,203.5967904,1605117000
6.86,0,0.233948055,0.233948055,0.212403197,0.233948055,0.212403197,0,0,0,0,9.304914597,201.166128,203.5363943,1607461000
6.87,0,0.23365531,0.23365531,0.212193731,0.23365531,0.212193731,0,0,0,0,9.323972867,201.06173,203.4764829,1609804000
6.88,0,0.233363165,0.233363165,0.211984502,0.233363165,0.211984502,0,0,0,0,9.34303383,200.9575926,203.4170185,1612147000
6.89,0,0.233071559,0.233071559,0.211775452,0.233071559,0.211775452,0,0,0,0,9.362098126,200.8537971,203.3580534,1614490000
6.9,0,0.232780529,0.232780529,0.211566618,0.232780529,0.211566618,0,0,0,0,9.381164826,200.7502384,203.2995134,1616834000
6.91,0,0.232490074,0.232490074,0.211358003,0.232490074,0.211358003,0,0,0,0,9.400234217,200.6469673,203.24143,1619177000
6.92,0,0.232200162,0.232200162,0.211149575,0.232200162,0.211149575,0,0,0,0,9.419306717,200.5439836,203.1838002,1621520000
6.93,0,0.23191082,0.23191082,0.210941365,0.23191082,0.210941365,0,0,0,0,9.438381202,200.4413065,203.1266342,1623863000
6.94,0,0.231622028,0.231622028,0.210733353,0.231622028,0.210733353,0,0,0,0,9.45745881,200.3388853,203.0698946,1626207000
6.95,0,0.231333803,0.231333803,0.210525559,0.231333803,0.210525559,0,0,0,0,9.476539413,200.2367488,203.0135982,1628550000
6.96,0,0.231046122,0.231046122,0.210317963,0.231046122,0.210317963,0,0,0,0,9.495622689,200.1348994,202.9577438,1630893000
6.97,0,0.230759006,0.230759006,0.210110584,0.230759006,0.210110584,0,0,0,0,9.514708559,200.0333559,202.9023412,1633236000
6.98,0,0.23047242,0.23047242,0.209903393,0.23047242,0.209903393,0,0,0,0,9.533797358,199.9320636,202.8473509,1635580000
6.99,0,0.230186395,0.230186395,0.209696421,0.230186395,0.209696421,0,0,0,0,9.5528887,199.8310386,202.7927813,1637923000
7,0,0.229913259,0.229913259,0.209501998,0.229913259,0.209501998,0,0,0,0,9.571982331,199.7302798,202.7386289,1640266000
7.01,0,0.22966633,0.22966633,0.209333444,0.22966633,0.209333444,0,0,0,0,9.591079257,199.6298137,202.6849085,1642609000
7.02,0,0.22942013,0.22942013,0.209165283,0.22942013,0.209165283,0,0,0,0,9.610178391,199.5296433,202.6316196,1644952000
7.03,0,0.229174669,0.229174669,0.208997526,0.229174669,0.208997526,0,0,0,0,9.629280339,199.4297213,202.5787281,1647296000
7.04,0,0.228929924,0.228929924,0.208830153,0.228929924,0.208830153,0,0,0,0,9.648384622,199.3300504,202.5262335,1649639000
7.05,0,0.228685902,0.228685902,0.208663172,0.228685902,0.208663172,0,0,0,0,9.667492056,199.2306684,202.4741578,1651982000
7.06,0,0.228442603,0.228442603,0.208496585,0.228442603,0.208496585,0,0,0,0,9.686601791,199.1315476,202.4224806,1654325000
7.07,0,0.228200026,0.228200026,0.208330392,0.228200026,0.208330392,0,0,0,0,9.705714548,199.0327071,202.3712116,1656669000
7.08,0,0.227958169,0.227958169,0.208164594,0.227958169,0.208164594,0,0,0,0,9.724829894,198.9341298,202.3203374,1659012000
7.09,0,0.227717011,0.227717011,0.207999171,0.227717011,0.207999171,0,0,0,0,9.743947572,198.8358036,202.2698475,1661355000
7.1,0,0.227476577,0.227476577,0.207834151,0.227476577,0.207834151,0,0,0,0,9.763067598,198.7377453,202.2197506,1663698000
7.11,0,0.227236841,0.227236841,0.207669508,0.227236841,0.207669508,0,0,0,0,9.782190789,198.6399657,202.170051,1666042000
7.12,0,0.226997796,0.226997796,0.207505237,0.226997796,0.207505237,0,0,0,0,9.801315768,198.5423806,202.1206921,1668385000
7.13,0,0.226759466,0.226759466,0.207341364,0.226759466,0.207341364,0,0,0,0,9.820443877,198.4451211,202.0717561,1670728000
7.14,0,0.226521834,0.226521834,0.207177875,0.226521834,0.207177875,0,0,0,0,9.839574237,198.348105,202.0231877,1673071000
7.15,0,0.226284884,0.226284884,0.207014753,0.226284884,0.207014753,0,0,0,0,9.858707809,198.251369,201.975008,1675415000
7.16,0,0.226048639,0.226048639,0.206852025,0.226048639,0.206852025,0,0,0,0,9.877843711,198.1548786,201.9271927,1677758000
7.17,0,0.225813081,0.225813081,0.206689672,0.225813081,0.206689672,0,0,0,0,9.893676393,198.0586402,201.877466,1680101000
7.18,0,0.225578198,0.225578198,0.206527687,0.225578198,0.206527687,0,0,0,0,9.894828045,197.9626569,201.8178859,1682444000
7.19,0,0.225344007,0.225344007,0.206366087,0.225344007,0.206366087,0,0,0,0,9.895988027,197.8668974,201.7584869,1684787000
7.2,0,0.225110507,0.225110507,0.206204873,0.225110507,0.206204873,0,0,0,0,9.897156516,197.7714281,201.6993112,1687131000
7.21,0,0.224877679,0.224877679,0.206044025,0.224877679,0.206044025,0,0,0,0,9.89833364,197.6762162,201.6403377,1689474000
7.22,0,0.224645519,0.224645519,0.205883545,0.224645519,0.205883545,0,0,0,0,9.899921831,197.447823,201.4959801,1691817000
7.23,0,0.224414035,0.224414035,0.20572344,0.224414035,0.20572344,0,0,0,0,9.900561755,197.36155,201.4430538,1694160000
7.24,0,0.224183227,0.224183227,0.205563711,0.224183227,0.205563711,0,0,0,0,9.90119908,197.2756703,201.3904217,1696504000
7.25,0,0.223953085,0.223953085,0.205404352,0.223953085,0.205404352,0,0,0,0,9.901834546,197.1901568,201.3380661,1698847000
7.26,0,0.223723593,0.223723593,0.205245347,0.223723593,0.205245347,0,0,0,0,9.902467574,197.1050629,201.2860213,1701190000
7.27,0,0.223494783,0.223494783,0.205086729,0.223494783,0.205086729,0,0,0,0,9.903098375,197.020351,201.2342632,1703533000
7.28,0,0.223266633,0.223266633,0.204928479,0.223266633,0.204928479,0,0,0,0,9.903727025,196.9359876,201.1827702,1705877000
7.29,0,0.223039124,0.223039124,0.204770578,0.223039124,0.204770578,0,0,0,0,9.904353671,196.8520419,201.1315864,1708220000
7.3,0,0.222812298,0.222812298,0.204613071,0.222812298,0.204613071,0,0,0,0,9.904978533,196.7684373,201.0806627,1710563000
7.31,0,0.222586091,0.222586091,0.204455894,0.222586091,0.204455894,0,0,0,0,9.905601544,196.6852459,201.0300451,1712906000
7.32,0,0.222360546,0.222360546,0.204299093,0.222360546,0.204299093,0,0,0,0,9.906222512,196.6023788,200.9796769,1715250000
7.33,0,0.222135645,0.222135645,0.20414265,0.222135645,0.20414265,0,0,0,0,9.906841905,196.5199209,200.9296119,1717593000
7.34,0,0.221911395,0.221911395,0.203986575,0.221911395,0.203986575,0,0,0,0,9.907459696,196.4377985,200.8798031,1719936000
7.35,0,0.221687765,0.221687765,0.203830837,0.221687765,0.203830837,0,0,0,0,9.908076225,196.356084,200.8302964,1722279000
7.36,0,0.221464803,0.221464803,0.203675487,0.221464803,0.203675487,0,0,0,0,9.908690652,196.2746748,200.7810268,1724622000
7.37,0,0.221242468,0.221242468,0.203520485,0.221242468,0.203520485,0,0,0,0,9.909304019,196.1936716,200.7320577,1726966000
7.38,0,0.221020779,0.221020779,0.203365849,0.221020779,0.203365849,0,0,0,0,9.909916031,196.1129846,200.6833322,1729309000
7.39,0,0.220799704,0.220799704,0.203211553,0.220799704,0.203211553,0,0,0,0,9.910526909,196.0326898,200.6348983,1731652000
7.4,0,0.220577452,0.220577452,0.203055804,0.220577452,0.203055804,0,0,0,0,9.911136669,195.9527139,200.5867094,1733996000
7.41,0,0.220352493,0.220352493,0.202897074,0.220352493,0.202897074,0,0,0,0,9.911744723,195.8730777,200.5387789,1736339000
7.42,0,0.220128184,0.220128184,0.202738722,0.220128184,0.202738722,0,0,0,0,9.912352292,195.7938305,200.4911375,1738682000
7.43,0,0.219904522,0.219904522,0.202580747,0.219904522,0.202580747,0,0,0,0,9.912958893,195.7148952,200.4437364,1741025000
7.44,0,0.219681491,0.219681491,0.202423133,0.219681491,0.202423133,0,0,0,0,9.913564243,195.6362925,200.3965886,1743368000
7.45,0,0.219459104,0.219459104,0.202265894,0.219459104,0.202265894,0,0,0,0,9.914169191,195.5580732,200.349726,1745712000
7.46,0,0.219237351,0.219237351,0.202109024,0.219237351,0.202109024,0,0,0,0,9.914773179,195.4801494,200.3030931,1748055000
7.47,0,0.219016234,0.219016234,0.201952524,0.219016234,0.201952524,0,0,0,0,9.915376489,195.4025659,200.2567179,1750398000
7.48,0,0.218795738,0.218795738,0.201796382,0.218795738,0.201796382,0,0,0,0,9.915978957,195.3252991,200.2105856,1752741000
7.49,0,0.218575873,0.218575873,0.201640607,0.218575873,0.201640607,0,0,0,0,9.916581045,195.2484127,200.1647362,1755085000
7.5,0,0.218356626,0.218356626,0.20148519,0.218356626,0.20148519,0,0,0,0,9.917182586,195.1718129,200.1191102,1757428000
7.51,0,0.218137999,0.218137999,0.201307556,0.218137999,0.201307556,0,0,0,0,9.917783913,195.0955369,200.0737311,1759771000
7.52,0,0.217919999,0.217919999,0.201130402,0.217919999,0.201130402,0,0,0,0,9.918384805,195.0195972,200.0286066,1762114000
7.53,0,0.217702624,0.217702624,0.200953724,0.217702624,0.200953724,0,0,0,0,9.918985195,194.943962,199.9837167,1764458000
7.54,0,0.217485844,0.217485844,0.200777492,0.217485844,0.200777492,0,0,0,0,9.919585817,194.8686966,199.9391022,1766801000
7.55,0,0.217269686,0.217269686,0.200601738,0.217269686,0.200601738,0,0,0,0,9.920185675,194.7936992,199.894699,1769144000
7.56,0,0.217054141,0.217054141,0.200426448,0.217054141,0.200426448,0,0,0,0,9.920785926,194.7190271,199.8505429,1771487000
7.57,0,0.216839206,0.216839206,0.200251624,0.216839206,0.200251624,0,0,0,0,9.921386253,194.6446645,199.8066238,1773831000
7.58,0,0.21662486,0.21662486,0.200077244,0.21662486,0.200077244,0,0,0,0,9.921985936,194.5706015,199.7629359,1776174000
7.59,0,0.216411131,0.216411131,0.199903338,0.216411131,0.199903338,0,0,0,0,9.922586439,194.4968664,199.7194961,1778517000
7.6,0,0.216197991,0.216197991,0.199729876,0.216197991,0.199729876,0,0,0,0,9.923186563,194.4234243,199.6762828,1780860000
7.61,0,0.215985455,0.215985455,0.199556876,0.215985455,0.199556876,0,0,0,0,9.923787157,194.3502925,199.6333067,1783203000
7.62,0,0.215773512,0.215773512,0.199384328,0.215773512,0.199384328,0,0,0,0,9.924388166,194.2774624,199.5905621,1785547000
7.63,0,0.215562174,0.215562174,0.199212241,0.215562174,0.199212241,0,0,0,0,9.924989298,194.204936,199.5480503,1787890000
7.64,0,0.215351417,0.215351417,0.199040597,0.215351417,0.199040597,0,0,0,0,9.925590929,194.1327033,199.5057647,1790233000
7.65,0,0.21514126,0.21514126,0.198869411,0.21514126,0.198869411,0,0,0,0,9.926192829,194.0607679,199.4637078,1792576000
7.66,0,0.214931672,0.214931672,0.198698656,0.214931672,0.198698656,0,0,0,0,9.926795444,193.9891301,199.4218793,1794920000
7.67,0,0.214722672,0.214722672,0.19852835,0.214722672,0.19852835,0,0,0,0,9.927398543,193.9177799,199.3802729,1797263000
7.68,0,0.214514269,0.214514269,0.198358503,0.214514269,0.198358503,0,0,0,0,9.928002524,193.8466944,199.3388741,1799606000
7.69,0,0.214306431,0.214306431,0.198189084,0.214306431,0.198189084,0,0,0,0,9.928606792,193.7759591,199.2977367,1801949000
7.7,0,0.214099169,0.214099169,0.198020104,0.214099169,0.198020104,0,0,0,0,9.929212089,193.7054484,199.2567813,1804292000
7.71,0,0.213892478,0.213892478,0.197851559,0.213892478,0.197851559,0,0,0,0,9.929818013,193.635252,199.2160644,1806636000
7.72,0,0.21368637,0.21368637,0.197683462,0.21368637,0.197683462,0,0,0,0,9.930424855,193.5653419,199.1755682,1808979000
7.73,0,0.213480832,0.213480832,0.197515799,0.213480832,0.197515799,0,0,0,0,9.931032725,193.4957154,199.1352908,1811322000
7.74,0,0.213275863,0.213275863,0.197348572,0.213275863,0.197348572,0,0,0,0,9.931641516,193.4263659,199.0952281,1813665000
7.75,0,0.213071473,0.213071473,0.197181789,0.213071473,0.197181789,0,0,0,0,9.932251387,193.3572677,199.0553636,1816009000
7.76,0,0.21286762,0.21286762,0.197015412,0.21286762,0.197015412,0,0,0,0,9.932861966,193.2884655,199.0157257,1818352000
7.77,0,0.212664353,0.212664353,0.196849487,0.212664353,0.196849487,0,0,0,0,9.933474256,193.2199572,198.9763124,1820695000
7.78,0,0.21246164,0.21246164,0.196683986,0.21246164,0.196683986,0,0,0,0,9.93408741,193.151708,198.9371021,1823038000
7.79,0,0.212259471,0.212259471,0.196518897,0.212259471,0.196518897,0,0,0,0,9.934701519,193.0837244,198.8980989,1825382000
7.8,0,0.212057873,0.212057873,0.196354249,0.212057873,0.196354249,0,0,0,0,9.935317423,193.0159924,198.8592933,1827725000
7.81,0,0.211856828,0.211856828,0.196190024,0.211856828,0.196190024,0,0,0,0,9.935934317,192.9485503,198.8207097,1830068000
7.82,0,0.211656322,0.211656322,0.196026209,0.211656322,0.196026209,0,0,0,0,9.936552888,192.8813836,198.7823387,1832411000
7.83,0,0.211456376,0.211456376,0.195862825,0.211456376,0.195862825,0,0,0,0,9.937172527,192.814434,198.7441439,1834755000
7.84,0,0.211256986,0.211256986,0.19569987,0.211256986,0.19569987,0,0,0,0,9.937793954,192.747794,198.7061827,1837098000
7.85,0,0.211058133,0.211058133,0.195537323,0.211058133,0.195537323,0,0,0,0,9.938417124,192.6814192,198.6684273,1839441000
7.86,0,0.210859806,0.210859806,0.195375177,0.210859806,0.195375177,0,0,0,0,9.939041435,192.6152534,198.6308428,1841784000
7.87,0,0.210662053,0.210662053,0.195213477,0.210662053,0.195213477,0,0,0,0,9.93966765,192.5493944,198.5934898,1844128000
7.88,0,0.210464832,0.210464832,0.195052184,0.210464832,0.195052184,0,0,0,0,9.940295553,192.4837491,198.5563101,1846471000
7.89,0,0.210268127,0.210268127,0.194891283,0.210268127,0.194891283,0,0,0,0,9.94092515,192.4183963,198.5193529,1848814000
7.9,0,0.210071968,0.210071968,0.194730802,0.210071968,0.194730802,0,0,0,0,9.94155651,192.3532983,198.4825945,1851157000
7.91,0,0.20987634,0.20987634,0.194570729,0.20987634,0.194570729,0,0,0,0,9.942189822,192.2884199,198.4460127,1853501000
7.92,0,0.209681241,0.209681241,0.194411061,0.209681241,0.194411061,0,0,0,0,9.942824963,192.2238223,198.4096457,1855844000
7.93,0,0.209486679,0.209486679,0.194251808,0.209486679,0.194251808,0,0,0,0,9.943461674,192.1594246,198.3734431,1858187000
7.94,0,0.209292646,0.209292646,0.194092962,0.209292646,0.194092962,0,0,0,0,9.944100516,192.0953198,198.3374625,1860530000
7.95,0,0.209099127,0.209099127,0.193934508,0.209099127,0.193934508,0,0,0,0,9.944741949,192.0314402,198.3016612,1862873000
7.96,0,0.208906143,0.208906143,0.193776467,0.208906143,0.193776467,0,0,0,0,9.94538506,191.9678314,198.2660683,1865217000
7.97,0,0.208713675,0.208713675,0.193618822,0.208713675,0.193618822,0,0,0,0,9.94602997,191.9044179,198.2306363,1867560000
7.98,0,0.208521736,0.208521736,0.193461586,0.208521736,0.193461586,0,0,0,0,9.946677362,191.8412902,198.1954213,1869903000
7.99,0,0.208330301,0.208330301,0.193304735,0.208330301,0.193304735,0,0,0,0,9.947327057,191.7783686,198.1603735,1872246000
8,0,0.208139375,0.208139375,0.193148275,0.208139375,0.193148275,0,0,0,0,9.947978841,191.7157186,198.1255339,1874590000
8.01,0,0.207948976,0.207948976,0.192992223,0.207948976,0.192992223,0,0,0,0,9.94863279,191.6532678,198.0908573,1876933000
8.02,0,0.207759089,0.207759089,0.192836565,0.207759089,0.192836565,0,0,0,0,9.949289284,191.5910589,198.0563697,1879276000
8.03,0,0.207569716,0.207569716,0.192681303,0.207569716,0.192681303,0,0,0,0,9.949948393,191.529123,198.0220906,1881619000
8.04,0,0.207380839,0.207380839,0.192526421,0.207380839,0.192526421,0,0,0,0,9.950609552,191.4673741,197.9879666,1883963000
8.05,0,0.207192469,0.207192469,0.192371929,0.207192469,0.192371929,0,0,0,0,9.951273326,191.4058981,197.9540506,1886306000
8.06,0,0.207004599,0.207004599,0.192217822,0.207004599,0.192217822,0,0,0,0,9.95193922,191.344604,197.9202865,1888649000
8.07,0,0.206817244,0.206817244,0.192064115,0.206817244,0.192064115,0,0,0,0,9.95260834,191.2835619,197.8867169,1890992000
8.08,0,0.206630388,0.206630388,0.191910793,0.206630388,0.191910793,0,0,0,0,9.953279321,191.2227258,197.8533141,1893336000
8.09,0,0.206444023,0.206444023,0.191757847,0.206444023,0.191757847,0,0,0,0,9.953953732,191.1621701,197.820123,1895679000
8.1,0,0.206258158,0.206258158,0.191605288,0.206258158,0.191605288,0,0,0,0,9.954630375,191.1017979,197.7870843,1898022000
8.11,0,0.20607279,0.20607279,0.191453112,0.20607279,0.191453112,0,0,0,0,9.955309418,191.0416298,197.7542106,1900365000
8.12,0,0.205887901,0.205887901,0.191301304,0.205887901,0.191301304,0,0,0,0,9.955991579,190.9817391,197.7215467,1902708000
8.13,0,0.205703526,0.205703526,0.191149896,0.205703526,0.191149896,0,0,0,0,9.956676668,190.9220335,197.6890355,1905052000
8.14,0,0.205519627,0.205519627,0.190998853,0.205519627,0.190998853,0,0,0,0,9.957364373,190.8625396,197.6566936,1907395000
8.15,0,0.205336211,0.205336211,0.190848183,0.205336211,0.190848183,0,0,0,0,9.95805499,190.8032697,197.6245283,1909738000
8.16,0,0.205153297,0.205153297,0.190697903,0.205153297,0.190697903,0,0,0,0,9.958748506,190.7442478,197.5925543,1912081000
8.17,0,0.204970855,0.204970855,0.190547986,0.204970855,0.190547986,0,0,0,0,9.959445335,190.6854221,197.5607393,1914425000
8.18,0,0.204788894,0.204788894,0.19039844,0.204788894,0.19039844,0,0,0,0,9.960144471,190.6267868,197.5290801,1916768000
8.19,0,0.204607422,0.204607422,0.190249275,0.204607422,0.190249275,0,0,0,0,9.960847078,190.5683819,197.4976008,1919111000
8.2,0,0.20442643,0.20442643,0.19010048,0.20442643,0.19010048,0,0,0,0,9.961552679,190.5101883,197.4662897,1921454000
8.21,0,0.204245904,0.204245904,0.189952044,0.204245904,0.189952044,0,0,0,0,9.962261306,190.4521983,197.435142,1923798000
8.22,0,0.204065865,0.204065865,0.189803986,0.204065865,0.189803986,0,0,0,0,9.962973237,190.3944574,197.4041854,1926141000
8.23,0,0.203886292,0.203886292,0.189656288,0.203886292,0.189656288,0,0,0,0,9.963688117,190.3368914,197.3733743,1928484000
8.24,0,0.203707191,0.203707191,0.189508955,0.203707191,0.189508955,0,0,0,0,9.964406192,190.2795261,197.3427244,1930827000
8.25,0,0.203528556,0.203528556,0.189361982,0.203528556,0.189361982,0,0,0,0,9.965127823,190.2223757,197.3122441,1933171000
8.26,0,0.203350393,0.203350393,0.189215375,0.203350393,0.189215375,0,0,0,0,9.965852675,190.1654278,197.2819258,1935514000
8.27,0,0.203172699,0.203172699,0.189069132,0.203172699,0.189069132,0,0,0,0,9.966580273,190.1086706,197.2517627,1937857000
8.28,0,0.202995468,0.202995468,0.188923247,0.202995468,0.188923247,0,0,0,0,9.967311644,190.0521327,197.2217713,1940200000
8.29,0,0.202818695,0.202818695,0.188777716,0.202818695,0.188777716,0,0,0,0,9.968046481,189.9957904,197.1919374,1942543000
8.3,0,0.20264239,0.20264239,0.188632549,0.20264239,0.188632549,0,0,0,0,9.96878458,189.939647,197.1622629,1944887000
8.31,0,0.202466553,0.202466553,0.188487747,0.202466553,0.188487747,0,0,0,0,9.96952669,189.8837216,197.1327591,1947230000
8.32,0,0.202291163,0.202291163,0.188343288,0.202291163,0.188343288,0,0,0,0,9.970271416,189.8279649,197.1033964,1949573000
8.33,0,0.202116227,0.202116227,0.188199181,0.202116227,0.188199181,0,0,0,0,9.971020186,189.7724551,197.0742218,1951916000
8.34,0,0.201941758,0.201941758,0.188055439,0.201941758,0.188055439,0,0,0,0,9.971772564,189.7170787,197.0451659,1954260000
8.35,0,0.201767737,0.201767737,0.187912044,0.201767737,0.187912044,0,0,0,0,9.972528282,189.6619234,197.0162825,1956603000
8.36,0,0.201594164,0.201594164,0.187768995,0.201594164,0.187768995,0,0,0,0,9.973287641,189.6069625,196.987555,1958946000
8.37,0,0.201421049,0.201421049,0.187626304,0.201421049,0.187626304,0,0,0,0,9.974050815,189.5521935,196.9589817,1961289000
8.38,0,0.201248366,0.201248366,0.187483944,0.201248366,0.187483944,0,0,0,0,9.974817859,189.4976268,196.9305687,1963633000
8.39,0,0.201076142,0.201076142,0.187341944,0.201076142,0.187341944,0,0,0,0,9.97558832,189.4432469,196.9023069,1965976000
8.4,0,0.200904356,0.200904356,0.187200283,0.200904356,0.187200283,0,0,0,0,9.976362626,189.3890521,196.8741946,1968319000
8.41,0,0.200733028,0.200733028,0.18705898,0.200733028,0.18705898,0,0,0,0,9.977140199,189.335029,196.8462243,1970662000
8.42,0,0.200562136,0.200562136,0.186918014,0.200562136,0.186918014,0,0,0,0,9.977922226,189.281216,196.8184182,1973006000
8.43,0,0.200391681,0.200391681,0.186777388,0.200391681,0.186777388,0,0,0,0,9.978707852,189.2275855,196.7907601,1975349000
8.44,0,0.200221677,0.200221677,0.186637116,0.200221677,0.186637116,0,0,0,0,9.979497723,189.1741424,196.7632524,1977692000
8.45,0,0.200052092,0.200052092,0.186497164,0.200052092,0.186497164,0,0,0,0,9.980290867,189.1208475,196.7358719,1980035000
8.46,0,0.199882938,0.199882938,0.186357548,0.199882938,0.186357548,0,0,0,0,9.98108871,189.0677808,196.708666,1982379000
8.47,0,0.199714243,0.199714243,0.186218294,0.199714243,0.186218294,0,0,0,0,9.981889919,189.0148809,196.6815985,1984722000
8.48,0,0.199545962,0.199545962,0.186079357,0.199545962,0.186079357,0,0,0,0,9.982695176,188.9621654,196.6546792,1987065000
8.49,0,0.19937812,0.19937812,0.185940764,0.19937812,0.185940764,0,0,0,0,9.983504655,188.9096309,196.6279061,1989408000
8.5,0,0.199210706,0.199210706,0.185802504,0.199210706,0.185802504,0,0,0,0,9.984318266,188.8572907,196.601287,1991752000
8.51,0,0.199043723,0.199043723,0.18566458,0.199043723,0.18566458,0,0,0,0,9.985135499,188.8050716,196.5747778,1994095000
8.52,0,0.198877155,0.198877155,0.185526977,0.198877155,0.185526977,0,0,0,0,9.985957478,188.753087,196.5484465,1996438000
8.53,0,0.198711023,0.198711023,0.185389717,0.198711023,0.185389717,0,0,0,0,9.986782969,188.7012597,196.522247,1998781000
8.54,0,0.198545309,0.198545309,0.18525278,0.198545309,0.18525278,0,0,0,0,9.987612967,188.6496167,196.4961949,2001124000
8.55,0,0.198380026,0.198380026,0.185116182,0.198380026,0.185116182,0,0,0,0,9.988447661,188.5981362,196.4702766,2003468000
8.56,0,0.19821515,0.19821515,0.184979898,0.19821515,0.184979898,0,0,0,0,9.989285763,188.5468357,196.4445039,2005811000
8.57,0,0.198050714,0.198050714,0.184843961,0.198050714,0.184843961,0,0,0,0,9.990128572,188.4957194,196.4188779,2008154000
8.58,0,0.197886662,0.197886662,0.184708316,0.197886662,0.184708316,0,0,0,0,9.990975434,188.4447653,196.3933859,2010497000
8.59,0,0.197723059,0.197723059,0.18457303,0.197723059,0.18457303,0,0,0,0,9.991826598,188.39396,196.3680193,2012841000
8.6,0,0.197559857,0.197559857,0.184438052,0.197559857,0.184438052,0,0,0,0,9.992682608,188.3433626,196.3428137,2015184000
8.61,0,0.197397072,0.197397072,0.184303402,0.197397072,0.184303402,0,0,0,0,9.98745156,188.2929266,196.3101912,2017527000
8.62,0,0.197234679,0.197234679,0.184169052,0.197234679,0.184169052,0,0,0,0,9.985257771,188.242626,196.2814197,2019870000
8.63,0,0.197072729,0.197072729,0.184035057,0.197072729,0.184035057,0,0,0,0,9.983062558,188.1925341,196.2527855,2022214000
8.64,0,0.19691116,0.19691116,0.183901352,0.19691116,0.183901352,0,0,0,0,9.980865727,188.1425612,196.2242341,2024557000
8.65,0,0.196750014,0.196750014,0.183767982,0.196750014,0.183767982,0,0,0,0,9.978668157,188.0928119,196.1958286,2026900000
8.66,0,0.196589273,0.196589273,0.183634927,0.196589273,0.183634927,0,0,0,0,9.976468545,188.0432092,196.167523,2029243000
8.67,0,0.196428925,0.196428925,0.183502176,0.196428925,0.183502176,0,0,0,0,9.974267959,187.9937437,196.1393108,2031587000
8.68,0,0.196269002,0.196269002,0.183369763,0.196269002,0.183369763,0,0,0,0,9.97206572,187.9444758,196.1112292,2033930000
8.69,0,0.196109471,0.196109471,0.183237655,0.196109471,0.183237655,0,0,0,0,9.969862473,187.8953667,196.0832541,2036273000
8.7,0,0.195950328,0.195950328,0.183105846,0.195950328,0.183105846,0,0,0,0,9.967657861,187.8463957,196.0553732,2038616000
8.71,0,0.1957916,0.1957916,0.182974366,0.1957916,0.182974366,0,0,0,0,9.965451783,187.797604,196.0276115,2040959000
8.72,0,0.195633258,0.195633258,0.182843185,0.195633258,0.182843185,0,0,0,0,9.963244933,187.7489592,195.9999488,2043303000
